L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
0.0,0.0,-0.33161001992340816,0.0,0.0,0.0,0.0,0.06997839679119089,0.0,0.0,0.0,0.0,0.0,0.19982593674879146,0.0,0.0,0.0
0.0,0.0,-0.1569335291359002,0.0,0.0,0.0,0.0,0.0,0.08149334626027822,0.0,0.0,0.0,0.0,0.34249715606991354,0.0,0.0,0.0
0.0,0.0,-0.14843529115002255,0.0,0.19987698617042357,0.1456386240477595,0.0,0.0,0.0798116661624641,0.0,0.0,0.0,0.0,0.10571879888468155,0.0,0.0,0.0
0.0,0.0,-0.1536213004882039,0.0,0.0,0.0,0.0,0.1401795641751568,0.0,0.0,0.0,0.08756512476319171,0.0,0.1716779298172761,0.0,0.0,0.0
0.0,0.0,-0.49319366113525837,0.0,0.0,0.06051813969858427,0.0,0.0,0.11619076856514508,0.0,0.0,0.0,0.0,0.20375265138960688,0.0,0.0,0.0
0.0,0.0,-0.20041590078821722,0.0,0.0,0.0,0.0,0.20136261627794183,0.17730016929413378,0.005613642511016567,0.0,0.0,0.0,0.16164472264055985,0.0,0.0,0.0
0.0,0.0,-0.37038347276518874,0.0,0.0,0.0,0.0,0.0881795043289637,0.0,0.0,0.0,0.0,0.0,0.30610058331683265,0.0,0.0,0.0
0.0,0.0,-0.33297365464912443,0.0,0.21202548694758452,0.0,-0.12934341987802517,0.0,0.0,0.0,0.0,0.0,0.0,0.08187603234432425,0.0,0.0,0.0
0.0,0.0,-0.47930523089693877,0.0,0.0,0.0,0.0,0.1311009768685914,0.10036724208759816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.23714942253602916,0.0,0.035004644534766836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4344954456298378,0.0,0.0,0.0
0.0,0.0,-0.4820297653535463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864787720397951,0.0,0.0,0.0
0.0,0.0,-0.20249840146196593,0.0,0.0,0.0,0.0,0.09643817378302985,0.0,0.0,0.0,0.0,0.0,0.35645695292631224,0.0,0.0,0.0
