L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35
0.0,0.6480364228324648,0.13326440192791608,0.0,0.0,0.0,-0.1532235394764111,0.0,0.15331479376095272,0.0,0.0,0.0,0.0,0.0,0.1429111959146704,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6282606620280552,0.0,0.0,0.0,0.0,-0.16159290453314876,0.0,0.07494101521164342,0.0,0.0,0.0,0.0,0.0,0.20602883350481302,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6112554999072434,0.11764965406502555,0.0,0.0,0.0,-0.13660693301824103,0.0,0.09513240677166977,0.0,0.0,0.0,0.012634079894626815,0.0,0.19847500312188332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5792528744001916,0.0,0.0,0.0,0.0,-0.10400292599103401,0.0,0.08053339026309843,0.0,0.0,0.0,0.0,0.0,0.33863324879360485,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.500129406449168,0.10073373394076143,0.0,0.0,0.0,-0.0713335455845516,0.0,0.0413478949610521,0.0,0.0,0.0,0.0,0.0,0.32363366818871475,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5276821199897174,0.03647016795800454,0.0,0.0,0.0,-0.12281586889791687,0.0,0.008585330410812534,0.0,0.0,0.0,0.0,0.0,0.34026424762676116,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5286722542067869,0.0,0.0,0.0,0.0,-0.13756844769001858,0.0,0.00929752995757141,0.0,0.0,0.0,0.0,0.0,0.18640283564890214,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5914141770929203,0.13190681204066002,0.0,0.0,0.0,-0.13937121353631116,0.0,0.076495258765034,0.0,0.0,0.0,0.0,0.0,0.19983614470998431,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6018594502370475,0.10358610989657026,0.0,0.0,0.0,-0.1443300142706369,0.0,0.07508922224113382,0.0,0.0,0.0,0.0,0.0,0.25974377430627027,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6095712411888627,0.023670565222485597,0.0,0.0,0.0,-0.14221574048444682,0.0,0.11364367421852614,0.0,0.0,0.0,0.0,0.0,0.25627063458036764,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6182274510599721,0.0,0.0,0.0,0.0,-0.08611998965898711,0.0,0.05884321180036626,0.0,0.0,0.0,0.0,0.0,0.27069409752504303,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5619374392452899,0.0,0.0,0.0,0.0,-0.10812586138803885,0.0,0.1452719163661255,0.0,0.0,0.0,0.0,0.0,0.30039222297405654,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6659276905254145,0.03303258303980886,0.0,0.0,0.0,-0.1144974726400742,0.0,0.08927465061743005,0.0,0.0,0.0,0.0,0.0,0.2786998300115209,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5008020786320868,0.09846660334282743,0.0,0.0,0.0,-0.14528158553659776,0.0,0.016695464251328344,0.0,0.0,0.0,0.0,0.0,0.2565159875574982,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6576779111548962,0.11086875618506462,0.0,0.0,0.0,-0.11445700232699066,0.0,0.06837338324888859,0.0,0.0,0.0,0.0,0.0,0.3195400623900571,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5159757282523543,0.007210093507457528,0.0,0.0,0.0,-0.0752547196259747,0.0,0.03614111401006183,0.0,0.0,0.0,0.0,0.0,0.2766048623576558,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5689261543608866,0.03206100803667591,0.0,0.0,0.0,-0.12212740393507242,0.0,0.12474045527011311,0.0,0.0,0.0,0.0,0.0,0.29711680882022323,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6364491666106835,0.03316978050791315,0.0,0.0,0.0,-0.12303018223732995,0.0,0.07244211137292855,0.0,0.0,0.0,0.0,0.0,0.3094438743255776,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5738205284231321,0.10365017534654154,0.0,0.0,0.0,-0.14890979157937131,0.0,0.04444864318801155,0.0,0.0,0.0,0.0,0.0,0.19958597217643786,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5320442390584704,0.0217906674253814,0.0,0.0,0.0,-0.09011959173920873,0.0,0.0,0.0,0.0,0.0,0.030253907891377826,0.0,0.34164279891537,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5681471168484359,0.0,0.0,0.0,0.0,-0.1380701513764514,0.0,0.011741833889536224,0.0,0.0,0.0,0.0,0.0,0.30786894984614516,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6079730966878277,0.1091995090903388,0.0,0.0,0.0,-0.1677860684557615,0.0,0.012327036565790045,0.0,0.0,0.0,0.0,0.0,0.2965560322834753,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6221547055027419,0.02910635664190314,0.0,0.0,0.0,-0.11240174067574002,0.0,0.0011001792245209662,0.0,0.0,0.0,0.0,0.0,0.27030328866286407,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5925432876185031,0.0,0.0,0.0,0.0,-0.12087614471737103,0.0,0.08706114484762859,0.0,0.0,0.0,0.0,0.0,0.3130191667624742,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5084164758435836,0.09097517966277051,0.0,0.0,0.0,-0.10192424876485608,0.0,0.0,0.0,0.0,0.0,0.026624287189368642,0.0,0.2765869806998718,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.642010278163809,0.06933472970293415,0.0,0.0,0.0,-0.13935965061660008,0.0,0.05740013097038643,0.0,0.0,0.0,0.0,0.0,0.26443879730620434,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.48951817804709785,0.021240391087354468,0.0,0.0,0.0,-0.15266621398949196,0.0,0.0,0.0,0.0,0.0,0.0008944515059782843,0.0,0.2703525638265133,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5755146075792069,0.047022308390674485,0.0,0.0,0.0,-0.09454772219807595,0.0,0.09979288344230579,0.0,0.0,0.0,0.0,0.0,0.24079992765198033,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6406170237592959,0.02710770186877114,0.0,0.0,0.0,-0.13713525426303702,0.0,0.16954479096296277,0.0,0.0,0.0,0.0,0.0,0.24197441599148709,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6168922556033988,0.015687011485590385,0.0,0.0,0.0,-0.08786654819657211,0.0,0.035553857028773825,0.0,0.0,0.0,0.0,0.0,0.2734851231034692,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.524348524885394,0.09204852769274259,0.0,0.0,0.0,-0.08863362861255235,0.0,0.02630086532085767,0.0,0.0,0.0,0.0,0.0,0.2438625383377134,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5553689101074948,0.0,0.0,0.0,0.0,-0.10548158607806019,0.0,0.12053390911251308,0.0,0.0,0.0,0.0,0.0,0.296028882761925,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6651173712022753,0.06132582329304385,0.0,0.0,0.0,-0.14489491387950013,0.0,0.07564730918270479,0.0,0.0,0.0,0.0,0.0,0.2532919469724306,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.48321653064158204,0.0044938452391486226,-0.10374290020366969,0.0,0.0,-0.1847937793879462,0.0,0.03680309816611098,0.0,0.0,0.0,0.0,0.0,0.17220688483823107,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6519440287306911,0.05286483743103504,0.0,0.0,0.0,-0.04668136504736628,0.0,0.07589317035010286,0.0,0.0,0.0,0.0,0.0,0.22867931603701275,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.49438014103852823,0.0,0.0,0.0,0.0,-0.11690718467351094,0.0,0.03139564585126155,0.0,0.0,0.0,0.0,0.0,0.3117326674515728,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6267517417888697,0.022584430282166366,0.0,0.0,0.0,-0.09834169770822862,0.0,0.14096409584558692,0.0,0.0,0.0,0.0,0.0,0.24802761909622542,0.0,0.0,0.0,0.0,0.0,0.0
