L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
0.0,0.0,-0.028050430112627943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15998516005356905,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700962865532339,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118324346034628,0.0,0.0,0.0
0.0,0.0,-0.2563855415709268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10334603088162474,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846832159542663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687142763073812,0.0,0.0,0.0,0.0,0.06617988692175786,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508219604067034,0.0,0.0,0.0,0.0,0.0,0.21782811384731562,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.018773231078087663,0.0,0.04895925595374605,0.0005556474072827196,0.0,0.0,0.0,0.0,0.15894421137004,0.0,0.0,0.0
0.0,0.0,-0.04480264590601447,0.0,0.0,0.04380028034211454,0.0,0.0,0.03388216911993523,0.0,0.0,0.0,0.0,0.02798910776859499,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.11969406970345718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833881099387042,0.0,0.0,0.0
0.0,0.0,-0.32956138982081085,0.0,0.0,0.0,0.0,0.057034819290044864,0.0013257648102400327,0.0,0.0,0.0,0.0,0.07965778281998971,0.0,0.0,0.0
0.0,0.0,-0.0954161762645241,0.0,0.0,0.0,0.0,0.06682079963362404,0.0,0.0,0.0,0.0,0.0,0.0884540346913445,0.0,0.0,0.0
0.0,0.0,-0.06019701902190712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005884496875789,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657546799910243,0.0,0.0,0.0,0.0,0.2385005152447027,0.0,0.0,0.0
0.0,0.0,-0.13115353024950183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03718082556247171,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129655011523338,0.09193606091162389,0.0,0.0,0.0,0.0,0.13075085222494082,0.0,0.0,0.0
0.0,0.0,-0.1560960102854124,0.0,0.0,0.0,0.0,0.0,0.053046129091580616,0.0,0.0,0.0,0.0,0.01844245086071474,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.047745296950464804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685047982969833,0.0,0.0,0.0
0.0,0.0,-0.03502665222936987,0.0,0.0,0.0,0.0,0.02627944738965984,0.0,0.0,0.0,0.0,0.0,0.19018017534406567,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26763583919367623,0.0,0.0,0.0
0.0,0.0,-0.28406121886351476,0.0,0.0,0.0,0.0,0.028133217114633163,0.0,0.0,0.0,0.0,0.0,0.029155987220971562,0.0,0.0,0.0
