L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35
-0.7333884767237313,0.20928164100436297,-0.34077999782956087,-0.5544824757933454,-1.3145263330868726,0.8551077210092253,0.05251429728489034,0.7182490648425428,0.5936006880301115,0.7540973520953995,0.36479312358111077,-0.8898057690805516,-0.9263002007813558,-0.2799296841070948,0.1753207542172819,-0.4855681146786875,-0.21253491418072787,0.10159271757038356,-0.06976995102374192,0.4619437265711751,0.0
-0.7464956040693319,0.22150085665034933,-0.33791766094508796,-0.5723207646457655,-1.338156842480576,0.8637672902355231,0.04943276421124459,0.7192932960785092,0.6067493505953757,0.7546725745694028,0.3687918899748386,-0.8779346069633328,-0.9186227481023309,-0.27243368553454805,0.18528987433203337,-0.4828904842952535,-0.20803213289004588,0.10145659031011327,-0.0739095608304834,0.46082100129082443,-0.00039342265245081987
-0.7410648138960879,0.22596018832729123,-0.3499614634236014,-0.5622769080684883,-1.3299658881791205,0.8507213137482091,0.049319579335721175,0.7195039565720941,0.6016017410800446,0.7595334436395922,0.36223322932456126,-0.9053229855911801,-0.9292008292784923,-0.2744991941883576,0.17678236011588502,-0.4700594574850302,-0.20701325266110826,0.10324064727736681,-0.07956150706708673,0.454196791913955,-0.0012650009460213288
-0.7296140482920072,0.2178257695487636,-0.3317008476165628,-0.5567189098903975,-1.3193203037125385,0.8459488074008776,0.047681058916481826,0.7200646913003529,0.6074812543515828,0.7576255022842026,0.3532693092595388,-0.8775840535642463,-0.9190717133863345,-0.2704345008853865,0.16868994608103577,-0.4728750995529681,-0.21262014051033942,0.10815561065288916,-0.07879778942786217,0.4571667335488726,0.0020987576712168097
-0.7386985188831465,0.22104081095195802,-0.3500906830791273,-0.5663407842814348,-1.3220086507065865,0.8443324581296238,0.049528846952103876,0.7138742612995453,0.5913275158987127,0.7545902510250694,0.36410265866229213,-0.9030443775007166,-0.9342901504457796,-0.27444659043088915,0.18048409568377927,-0.4679345672979946,-0.2067045647346569,0.10895885968785614,-0.0764955305990072,0.45742819712196775,0.0
-0.7279226128175558,0.20886402368640675,-0.32880611243143576,-0.5690675841476756,-1.3279344309495107,0.8580300682656319,0.04885271131434758,0.7187045027729029,0.5986594096501261,0.7564878611771778,0.36659647020780195,-0.8823987348765677,-0.9283267130830125,-0.27530018560890024,0.18001098699950427,-0.4733234154807397,-0.2079792492645904,0.10853538502094602,-0.07610119703660788,0.4649381348356348,0.0
-0.736669983495704,0.21065237666307252,-0.3448013707102964,-0.5701237188744351,-1.3364039596968278,0.8522765782419464,0.04878150749981732,0.7226791355256551,0.596749328041292,0.7521644258625824,0.3702423307238572,-0.8695092054585717,-0.9070276015893388,-0.2711791411619983,0.17924329496446606,-0.4742760412475345,-0.2080229167862234,0.1177020925764758,-0.07713453472443846,0.45906177188658376,-0.00613982869776533
-0.7445814194435834,0.2092854364662803,-0.3508633978446479,-0.5880067278479528,-1.335498373280737,0.8481221953078946,0.046364781398238276,0.7169243843424752,0.6025664486510011,0.7466481411908328,0.3792311986116712,-0.8976403845671134,-0.9180033210355657,-0.27270360251981685,0.18010709130404381,-0.46446831767649605,-0.20936289785571616,0.11334954068827806,-0.07668769577836601,0.4747034074725083,0.00197714195753176
-0.7383036295768607,0.21705916291341515,-0.3369167095323652,-0.5732338137536768,-1.3165767593991953,0.843492232425115,0.05668644949485026,0.7212464875890727,0.5918829121075998,0.7548696182090633,0.3700098196493901,-0.8792835867756319,-0.9234012807197866,-0.2745250900447703,0.1836250905488106,-0.4642319477990371,-0.2039074568449243,0.11866609625767201,-0.0829164943373543,0.46865654741537127,0.007426880261319543
-0.736878918407151,0.2123214562317767,-0.3308668676764135,-0.5613538833521966,-1.3317390912714202,0.8511171299172826,0.05365197331407763,0.6989147745585672,0.5910228125196166,0.7524338819841774,0.36274796616745203,-0.889914648598987,-0.9320723614719154,-0.2817557076986013,0.18425268494994407,-0.4772494269938819,-0.21274117844451013,0.1153424488232566,-0.06703119475947512,0.46887437182759645,-0.0037856374349842345
-0.7303362248414353,0.20520010806879863,-0.33346141707038995,-0.5685736638918117,-1.3271130924637287,0.8520172872569602,0.04520415487800264,0.7114780303046667,0.6002307610569151,0.744244599831013,0.37045317614151857,-0.8970041652867439,-0.9291284981795049,-0.27734396006787526,0.17862452970890455,-0.47499702087991325,-0.1993432406282369,0.09269442611301806,-0.07721595487359187,0.45862180192454627,-0.0005877060371692929
-0.7309790619056171,0.20700683127023695,-0.3354856970722576,-0.5664228005670349,-1.3324355590518941,0.8551077514086038,0.04565141406917712,0.718663129026509,0.5959065113272882,0.7480489693898362,0.3694152989089824,-0.8947610634615967,-0.9204230978769325,-0.27749633436544485,0.17766818055069766,-0.47295107178213786,-0.2055374170569552,0.10641024083482249,-0.0787634524656796,0.4600205321134239,-0.005030451238950401
-0.7381420966215321,0.20553412748505626,-0.33718129939662805,-0.5732974304999605,-1.3281152636559976,0.8584786093131275,0.05158460319007123,0.7158447483059177,0.588837841276536,0.7493790982186976,0.371216705653796,-0.8786091128740341,-0.9176998404950262,-0.2729438029052391,0.16632511221325935,-0.47299305798057295,-0.19976582644088184,0.1035489692105483,-0.08000707390172855,0.4609030540920059,0.003604141095055039
-0.7354354885404807,0.21295001882343143,-0.33710864056175727,-0.5576780956811026,-1.3289305141879897,0.8559927825824205,0.056381849420043297,0.7164155047981625,0.5954564000078869,0.7566514957643611,0.36231797166598567,-0.896171172649774,-0.91850516760286,-0.27786726791038563,0.18370857732256546,-0.47559868910961633,-0.21161304174847742,0.10826463591295785,-0.07797268612577919,0.46525600956556656,-0.010512713573428964
-0.7392556389253141,0.20506957232719605,-0.33578083571443956,-0.5823852466643842,-1.3350960004892083,0.860336325420642,0.048010668129543146,0.7257346836742796,0.6025819915777026,0.75839136880754,0.3714287638068415,-0.8827545339834746,-0.9322462691090097,-0.2710414966622938,0.181886116122257,-0.4866215108290311,-0.1988036002920041,0.11061014250149438,-0.07758450733661704,0.4632625073587331,0.0
-0.7348800998829026,0.21675399878875243,-0.34303856855228965,-0.5683344462150328,-1.3258596333181194,0.8540934418953807,0.0562954678349375,0.7262544227256091,0.5951405766704905,0.7571917744954645,0.37209758653840674,-0.8821741848505966,-0.9267424613082013,-0.27607783868484737,0.186993015089068,-0.47419125904814835,-0.2082835430135156,0.11226135045141629,-0.07426553311007052,0.4622590378483978,0.0051413307827819785
-0.7419310055433216,0.21643808741111895,-0.3449319284701789,-0.570499008724409,-1.3240238664129924,0.8450603030394963,0.04998562924634045,0.7231386596353738,0.6022494396851459,0.7494387003954471,0.35352122707574674,-0.9026740935966084,-0.9340908383282022,-0.2703934306333212,0.17469474188513373,-0.4729005891941044,-0.20895028478191313,0.11840742432926521,-0.0755914811794306,0.4675502786434948,-0.00608905377691331
