L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35
0.0,0.8382742921084749,0.09310272698227236,0.0,0.0,0.0,-0.30006624169499996,0.20703225970123515,0.21909031569104098,0.0,0.0,0.0,0.0,0.0,0.5534675578339254,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8433133583867138,0.14288884988395986,0.0,0.0,0.0,-0.22967457084615034,0.259932070067956,0.297446111204153,0.0,0.0,0.0,0.0,0.0,0.4043722149998826,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8435361743646625,0.0,0.0,0.0,0.0,-0.2686050934233936,0.2792387050607541,0.19823100507111976,0.0,0.0,0.0,0.0,0.0,0.6124718983820708,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9249492090121001,0.10494108758149812,0.0,0.0,0.0,-0.33777657952516227,0.2319605928451661,0.26907988076051587,0.0,0.0,0.0,0.0,0.0,0.5026339321751913,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8126077160980207,0.10396559269189874,0.0,0.0,0.0,-0.24635795492785362,0.2036372762861905,0.204073664930007,0.0,0.0,0.0,0.0,0.0,0.5035158806834332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8767307992344746,0.09866609384397698,0.0,0.0,0.0,-0.29050003751223297,0.2749458369137067,0.27513783749229115,0.0,0.0,0.0,0.0,0.0,0.5033617956872616,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8112641710435312,0.07118123881049612,0.0,0.0,0.0,-0.25699023490279016,0.2777785921147501,0.13409048847812058,0.0,0.0,0.0,0.0,0.0,0.5578998418656648,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8483635118073546,0.0835643090833966,0.0,0.0,0.0,-0.24602901246021033,0.2115764288180644,0.14974480037115478,0.0,0.0,0.0,0.0,0.0,0.6114928342085687,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7532722889422346,0.1423979308049899,0.0,0.0,0.0,-0.2918397038022028,0.3394581791283285,0.26441138150080024,0.0,0.0,0.0,0.0460377241376703,0.0,0.5342501088660995,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8853468298560176,0.07668140282457771,0.0,0.0,0.0,-0.2881542646426092,0.19607633912650116,0.1854612810033163,0.0,0.0,0.0,0.0,0.0,0.5948190122516122,0.0,0.0,0.0,0.0,0.0,0.0
