L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35
0.8882272757154378,-0.642414625643214,0.3236644911440442,-0.9537855854216033,0.0,0.39406734518816966,0.0,0.0,0.0,-0.1791780886030173,0.4669995856310734,0.0,0.3529230294557443,0.0,0.0,0.11012108711865555,-0.09693549181363383,0.0,-0.07259463412718946,0.0,-0.6334613963677025
0.9916056506034252,-0.5799100826868306,0.35138332293050806,-0.9177020216040856,0.0,0.44283709210339944,0.0,0.0,0.0,-0.26082084790342375,0.46532077302368935,0.0,0.23975174542320626,-0.17882466849196615,0.07623240896169636,0.10722843258895141,-0.005353124402731695,0.0,-0.12164549869192179,0.0,-0.5250557201283635
0.8480572118172229,-0.6042214601090148,0.28744978149832867,-0.8703582341917104,0.0,0.4128279948562771,0.0,0.0,0.0,-0.1573899209017241,0.4704592139401306,0.0,0.32964148894258577,-0.2019509566163123,0.0,0.07291493821053853,0.0,0.0,-0.1886305683116186,0.0,-0.5944778116106174
0.8788598528885451,-0.6446859547137526,0.2991797119038166,-0.8808479037939644,0.0,0.4646516873752559,0.0,0.0,0.0,-0.08622970014402366,0.36667958465238365,-0.06519187224178229,0.15480253965407254,-0.1904632098890195,0.08599694818653705,0.06519734933842278,-0.15916682707850396,0.0,-0.17619669236306235,0.0,-0.5323182895506463
0.9946894012282373,-0.6332258966085016,0.3531236800839171,-0.775245218797196,0.0,0.37410210960977336,0.0,0.0,0.0,-0.12532706945491687,0.37120154165465435,-0.023265031803673036,0.22529424452369998,-0.22756590358396542,0.0,0.06396013841426394,0.0,0.0,-0.17006048916136307,0.0,-0.6594817390928696
0.7065609868755726,-0.6188583841447544,0.19365257345000653,-0.8326500285624162,0.0,0.44918828537310856,0.0,0.0,0.0,-0.2092542380273567,0.4056938164438749,-0.21647811503059072,0.22535760366073887,-0.22238218035710475,0.07654779061766379,0.003849837389573561,-0.037855152061172834,0.0,-0.14746114307484104,0.0,-0.6443862200205144
1.0434910075665256,-0.7036990541096058,0.31718565773942503,-0.8062847884360134,0.0,0.49776475882093574,0.0,0.0,0.028663451930467664,-0.08154555505460846,0.4859738992612557,-0.017666138526823576,0.3424470429865338,-0.10107065936845915,0.08789500403960618,0.07254948649956446,0.0,0.0,-0.07714053488913618,0.0,-0.5139196309730979
0.8869920206777931,-0.5684621647757461,0.10084067109094111,-0.7702360752633747,0.0,0.5742709155299159,0.0,0.0,0.0,-0.05618504634817161,0.33348574218327914,0.0,0.3177338964607834,-0.21728438713265116,0.18344749620933667,0.0,0.0,0.0,-0.20975795810325706,0.0,-0.5131834388370805
0.9422085494748457,-0.721332462650429,0.25496939075211944,-1.0032539664669402,0.0,0.4852959157024071,0.0,0.0,0.0,-0.18622933571959563,0.2756308354658044,0.0,0.1972045685327368,-0.1853398194874228,0.0,0.12325192885348102,-0.12234590407982135,0.0,-0.1665154133931619,0.0,-0.39631477157431855
0.8510219574273505,-0.6022690966642434,0.2312067385933464,-0.968503889744371,0.14333764291217407,0.29764313103570555,0.0,0.0,0.0,-0.03583527794823968,0.5145652131453528,0.0,0.34151056726396406,0.0,0.0,0.09360242866273676,0.0,0.0,-0.08352533552104299,0.0,-0.6243211394984092
0.9978330261213126,-0.7431976160884496,0.17012184103514727,-0.691458522127158,0.0,0.4688990313403531,0.0,0.0,0.0,-0.06852719400153168,0.42682283262571324,-0.0032683447812068434,0.4257970578532582,-0.14832638341456594,0.010668428782133312,0.008939415434333759,0.0,0.0,-0.08872901955372652,0.0,-0.5346747611443913
0.7474248327359287,-0.5625478801455548,0.3229701726861247,-0.9412839494185349,0.0,0.42083557842004615,0.0,0.0,0.0,-0.17447433097783271,0.44315759956571327,-0.03772870915488148,0.3387585135080685,-0.07426873508083934,0.0,0.05573401162940357,0.0,0.0,-0.18371572765633587,0.0,-0.5153996427406539
0.8558485148711418,-0.689167516420448,0.37487997494180114,-0.9887822943529427,0.0,0.4384303834818804,0.0,0.0,0.0,-0.13618512319799006,0.4077247907535585,0.0,0.14986347263827846,-0.07231820350924399,0.0771681076356795,0.08031091884659723,-0.0333295300562965,0.0,-0.0645657565193748,0.0,-0.438105098369891
0.8741734689761114,-0.5636345472698189,0.2062232140230741,-0.7954375050174479,0.0,0.5586376885936108,0.0,0.0,0.0,-0.16390806455487866,0.38198589984944004,0.0,0.3875486881303908,-0.06661167601987243,0.09364790649693965,0.010226590743433807,-0.004526205165663084,0.0,-0.27419878776572804,0.0,-0.5633464143886048
0.8559409510933672,-0.7084461715659628,0.4157433074776592,-0.8912694682072875,0.0,0.4786376985601693,0.0,0.0,0.031684025483363604,-0.09217940220777288,0.3654632283067312,0.0,0.22898754339709537,-0.11371538497023576,0.016015439733936203,0.0,0.0,0.0,-0.29683496591003966,0.0,-0.41209853487261133
0.7974610659166369,-0.8327258411327638,0.32915848138421516,-0.8488950649067223,0.0,0.32072261817231723,0.0,0.0,0.0,-0.07809999117814156,0.48121954703795483,0.0,0.2733425760670114,-0.10004003648064529,0.0,0.0018207551940301683,0.0,0.0,-0.17451825464922385,0.0,-0.503969665439136
1.0105166537478414,-0.6225686867955387,0.30369542673989247,-0.9550741286074572,0.0,0.35880347469845203,0.0,0.0,0.0002957422860464017,-0.33458379343341693,0.38639813124640754,0.0,0.30797740329324036,-0.0926394729708276,0.0,0.023117194699487382,0.0,0.0,-0.15898782261405114,0.0,-0.48600936953495616
0.9419371868938531,-0.48196339315668524,0.3578139019935926,-0.8006130512536623,0.0,0.43171656726427005,0.0,0.0,0.0,-0.18560149696841943,0.45298490265374963,-0.06022896794739302,0.4606773838015127,-0.14909405548418717,0.0,0.042729683109129696,-0.15773146091050258,0.0,-0.23413064833494496,0.0,-0.5603427083122214
